 * Serving Flask app 'app'
 * Debug mode: on
WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:8000
 * Running on http://192.168.1.21:8000
Press CTRL+C to quit
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 705-537-984
127.0.0.1 - - [19/Dec/2025 11:48:44] "GET /api/health HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:35:41] "OPTIONS /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:35:41] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:35:41] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:35:41] "OPTIONS /api/businesses HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:35:42] "OPTIONS /api/businesses HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:35:42] "OPTIONS /api/businesses HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:35:42] "GET /api/businesses HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:35:42] "GET /api/businesses HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:35:42] "OPTIONS /api/content HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:35:42] "GET /api/businesses HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:35:42] "OPTIONS /api/content HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:35:42] "GET /api/content HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:35:43] "GET /api/content HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:35:43] "OPTIONS /api/trends HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:35:43] "OPTIONS /api/trends HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:35:43] "GET /api/content HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:35:44] "GET /api/trends HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:35:45] "GET /api/trends HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:36:19] "OPTIONS /api/generate HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:36:24] "POST /api/generate HTTP/1.1" 201 -
127.0.0.1 - - [19/Dec/2025 12:37:17] "OPTIONS /api/generate HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:37:21] "POST /api/generate HTTP/1.1" 201 -
127.0.0.1 - - [19/Dec/2025 12:44:59] "OPTIONS /api/generate HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:44:59] "POST /api/generate HTTP/1.1" 401 -
127.0.0.1 - - [19/Dec/2025 12:47:49] "OPTIONS /api/auth/login HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:47:50] "POST /api/auth/login HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:47:50] "OPTIONS /api/businesses HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:47:50] "OPTIONS /api/businesses HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:47:50] "GET /api/businesses HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:47:50] "OPTIONS /api/content HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:47:50] "GET /api/businesses HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:47:51] "GET /api/content HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:47:51] "GET /api/content HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:47:51] "OPTIONS /api/trends HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:47:51] "OPTIONS /api/trends HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:47:52] "GET /api/trends HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:47:52] "GET /api/trends HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:48:20] "OPTIONS /api/generate HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:48:24] "POST /api/generate HTTP/1.1" 201 -
127.0.0.1 - - [19/Dec/2025 12:49:41] "OPTIONS /api/viral-doctor HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:49:47] "POST /api/viral-doctor HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:50:16] "OPTIONS /api/community HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:50:23] "POST /api/community HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:50:51] "OPTIONS /api/audio HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:51:05] "POST /api/audio HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:51:06] "GET /api/audio/audio_9dd46044781b4689a89ea6b28f24e2e1.mp3 HTTP/1.1" 206 -
127.0.0.1 - - [19/Dec/2025 12:52:47] "OPTIONS /api/generate HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:52:54] "POST /api/generate HTTP/1.1" 201 -
 * Detected change in 'D:\\gdg\\backend\\models.py', reloading
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
E0000 00:00:1766129094.680084   18828 init.cc:232] grpc_wait_for_shutdown_with_timeout() timed out.
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 705-537-984
 * Detected change in 'D:\\gdg\\backend\\routes.py', reloading
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 705-537-984
127.0.0.1 - - [19/Dec/2025 12:55:17] "OPTIONS /api/trends HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:55:17] "OPTIONS /api/trends HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:55:17] "OPTIONS /api/trends HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:55:18] "GET /api/trends HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:55:19] "GET /api/trends HTTP/1.1" 200 -
127.0.0.1 - - [19/Dec/2025 12:55:20] "GET /api/trends HTTP/1.1" 200 -
